round,day,month,year,season,hometeam,goalsht,goalsvt,visitingteam
5,16,6,2012,2012,Cruzeiro,1,0,Figueirense
5,17,6,2012,2012,Bahia,2,1,Sport
5,17,6,2012,2012,Palmeiras,1,1,Vasco
5,17,6,2012,2012,Flamengo,1,0,Santos
5,17,6,2012,2012,Coritiba,3,0,Atlético-GO
5,17,6,2012,2012,Náutico,1,0,Grêmio
5,17,6,2012,2012,Ponte Preta,1,0,Corinthians
6,23,6,2012,2012,Atlético-MG,5,1,Náutico
6,23,6,2012,2012,Vasco,1,3,Cruzeiro
6,23,6,2012,2012,Portuguesa,1,0,São Paulo
6,23,6,2012,2012,Sport,0,2,Internacional
6,24,6,2012,2012,Corinthians,2,1,Palmeiras
6,24,6,2012,2012,Grêmio,2,0,Flamengo
6,24,6,2012,2012,Figueirense,1,1,Bahia
6,24,6,2012,2012,Botafogo,1,2,Ponte Preta
6,24,6,2012,2012,Santos,2,2,Coritiba
6,24,6,2012,2012,Atlético-GO,1,4,Fluminense
7,30,6,2012,2012,Corinthians,1,3,Botafogo
7,30,6,2012,2012,Cruzeiro,2,3,São Paulo
7,30,6,2012,2012,Vasco,3,2,Ponte Preta
7,30,6,2012,2012,Náutico,0,2,Fluminense
7,1,7,2012,2012,Portuguesa,0,0,Santos
7,1,7,2012,2012,Bahia,1,1,Internacional
7,1,7,2012,2012,Coritiba,2,3,Sport
7,1,7,2012,2012,Palmeiras,3,1,Figueirense
7,1,7,2012,2012,Flamengo,3,2,Atlético-GO
7,1,7,2012,2012,Grêmio,0,1,Atlético-MG
8,7,7,2012,2012,Botafogo,3,0,Bahia
8,7,7,2012,2012,Internacional,2,1,Cruzeiro
8,7,7,2012,2012,Ponte Preta,1,0,Palmeiras
8,7,7,2012,2012,Atlético-GO,0,1,Náutico
8,8,7,2012,2012,Fluminense,1,0,Flamengo
8,8,7,2012,2012,São Paulo,3,1,Coritiba
8,8,7,2012,2012,Santos,4,2,Grêmio
8,8,7,2012,2012,Figueirense,1,1,Vasco
8,8,7,2012,2012,Sport,1,1,Corinthians
8,8,7,2012,2012,Atlético-MG,2,0,Portuguesa
9,14,7,2012,2012,Figueirense,3,4,Atlético-MG
9,14,7,2012,2012,Corinthians,2,1,Náutico
9,14,7,2012,2012,Ponte Preta,4,1,Coritiba
9,15,7,2012,2012,Cruzeiro,1,3,Grêmio
9,15,7,2012,2012,Internacional,0,0,Santos
9,15,7,2012,2012,Bahia,1,2,Flamengo
9,15,7,2012,2012,Botafogo,1,1,Fluminense
9,15,7,2012,2012,Vasco,1,0,Atlético-GO
9,15,7,2012,2012,Palmeiras,1,1,São Paulo
9,15,7,2012,2012,Sport,2,1,Portuguesa
10,18,7,2012,2012,Grêmio,3,1,Sport
10,18,7,2012,2012,Santos,0,0,Botafogo
10,18,7,2012,2012,Náutico,3,0,Ponte Preta
10,18,7,2012,2012,Portuguesa,0,2,Cruzeiro
10,18,7,2012,2012,Atlético-MG,3,1,Internacional
10,18,7,2012,2012,São Paulo,0,1,Vasco
10,18,7,2012,2012,Flamengo,0,3,Corinthians
10,19,7,2012,2012,Atlético-GO,3,2,Figueirense
10,19,7,2012,2012,Fluminense,4,0,Bahia
10,19,7,2012,2012,Coritiba,1,1,Palmeiras
11,21,7,2012,2012,Sport,1,4,Atlético-MG
11,21,7,2012,2012,Vasco,2,0,Santos
11,21,7,2012,2012,Corinthians,1,1,Portuguesa
11,22,7,2012,2012,Palmeiras,3,0,Náutico
11,22,7,2012,2012,Figueirense,0,2,São Paulo
11,22,7,2012,2012,Cruzeiro,1,0,Flamengo
11,22,7,2012,2012,Internacional,4,1,Atlético-GO
11,22,7,2012,2012,Bahia,2,2,Coritiba
11,22,7,2012,2012,Botafogo,0,1,Grêmio
11,22,7,2012,2012,Ponte Preta,1,2,Fluminense
12,25,2,2012,2012,Ponte Preta,1,1,Sport
12,25,7,2012,2012,Figueirense,0,1,Internacional
12,25,7,2012,2012,Náutico,3,4,Coritiba
12,25,7,2012,2012,Vasco,1,0,Botafogo
12,25,7,2012,2012,Corinthians,2,0,Cruzeiro
12,25,7,2012,2012,Atlético-GO,4,3,São Paulo
12,25,7,2012,2012,Grêmio,1,0,Fluminense
12,26,7,2012,2012,Atlético-MG,2,0,Santos
12,26,7,2012,2012,Palmeiras,0,2,Bahia
12,26,7,2012,2012,Flamengo,0,0,Portuguesa
13,28,7,2012,2012,Coritiba,2,1,Grêmio
13,28,7,2012,2012,Internacional,0,0,Vasco
13,28,7,2012,2012,Botafogo,1,0,Figueirense
13,29,7,2012,2012,Sport,0,0,Atlético-GO
13,29,7,2012,2012,São Paulo,4,1,Flamengo
13,29,7,2012,2012,Fluminense,0,0,Atlético-MG
13,29,7,2012,2012,Cruzeiro,2,1,Palmeiras
13,29,7,2012,2012,Bahia,0,0,Corinthians
13,29,7,2012,2012,Portuguesa,3,1,Náutico
13,29,7,2012,2012,Santos,2,1,Ponte Preta
14,26,9,2012,2012,Flamengo,2,1,Atlético-MG
14,4,8,2012,2012,Palmeiras,0,1,Internacional
14,4,8,2012,2012,Atlético-GO,1,2,Botafogo
14,4,8,2012,2012,Portuguesa,2,0,Figueirense
14,5,8,2012,2012,Coritiba,0,2,Fluminense
14,5,8,2012,2012,Grêmio,3,1,Bahia
14,5,8,2012,2012,Vasco,0,0,Corinthians
14,5,8,2012,2012,São Paulo,1,0,Sport
14,5,8,2012,2012,Náutico,3,0,Santos
14,5,8,2012,2012,Cruzeiro,1,2,Ponte Preta
15,8,8,2012,2012,Internacional,0,0,Náutico
15,8,8,2012,2012,Figueirense,0,2,Flamengo
15,8,8,2012,2012,Corinthians,1,1,Atlético-GO
15,8,8,2012,2012,Bahia,0,0,Portuguesa
15,8,8,2012,2012,Sport,0,2,Vasco
15,8,8,2012,2012,Santos,4,2,Cruzeiro
15,8,8,2012,2012,Botafogo,1,2,Palmeiras
15,9,8,2012,2012,Fluminense,2,1,São Paulo
15,9,8,2012,2012,Atlético-MG,1,0,Coritiba
15,9,8,2012,2012,Ponte Preta,0,0,Grêmio
16,11,8,2012,2012,Bahia,0,1,Cruzeiro
16,11,8,2012,2012,Sport,0,1,Figueirense
16,11,8,2012,2012,Flamengo,2,0,Náutico
16,12,8,2012,2012,Coritiba,1,2,Corinthians
16,12,8,2012,2012,Atlético-MG,1,0,Vasco
16,12,8,2012,2012,São Paulo,1,2,Grêmio
16,12,8,2012,2012,Internacional,2,1,Ponte Preta
16,12,8,2012,2012,Santos,2,2,Atlético-GO
16,12,8,2012,2012,Fluminense,1,0,Palmeiras
16,12,8,2012,2012,Portuguesa,1,1,Botafogo
17,15,8,2012,2012,Cruzeiro,1,1,Fluminense
17,15,8,2012,2012,Grêmio,1,2,Portuguesa
17,15,8,2012,2012,Atlético-GO,1,1,Atlético-MG
17,15,8,2012,2012,Ponte Preta,0,2,Bahia
17,15,8,2012,2012,Náutico,3,0,São Paulo
17,15,8,2012,2012,Palmeiras,1,0,Flamengo
17,15,8,2012,2012,Botafogo,2,0,Sport
17,16,8,2012,2012,Vasco,2,2,Coritiba
17,16,8,2012,2012,Corinthians,1,0,Internacional
17,16,8,2012,2012,Figueirense,1,3,Santos
18,18,8,2012,2012,Náutico,1,0,Bahia
18,18,8,2012,2012,Fluminense,1,0,Sport
18,18,8,2012,2012,São Paulo,3,0,Ponte Preta
18,19,8,2012,2012,Santos,3,2,Corinthians
18,19,8,2012,2012,Atlético-MG,3,2,Botafogo
18,19,8,2012,2012,Coritiba,4,0,Cruzeiro
18,19,8,2012,2012,Grêmio,4,0,Figueirense
18,19,8,2012,2012,Portuguesa,1,1,Internacional
18,19,8,2012,2012,Flamengo,1,0,Vasco
18,19,8,2012,2012,Atlético-GO,2,1,Palmeiras
19,25,8,2012,2012,Vasco,1,2,Fluminense
19,25,8,2012,2012,Palmeiras,1,2,Santos
19,25,8,2012,2012,Ponte Preta,2,1,Portuguesa
19,26,8,2012,2012,Figueirense,3,1,Coritiba
19,26,8,2012,2012,Corinthians,1,2,São Paulo
19,26,8,2012,2012,Botafogo,0,0,Flamengo
19,26,8,2012,2012,Internacional,0,1,Grêmio
19,26,8,2012,2012,Cruzeiro,2,2,Atlético-MG
19,26,8,2012,2012,Bahia,1,1,Atlético-GO
19,26,8,2012,2012,Sport,0,0,Náutico
20,29,8,2012,2012,Flamengo,1,1,Sport
20,29,8,2012,2012,Santos,1,3,Bahia
20,29,8,2012,2012,São Paulo,4,0,Botafogo
20,29,8,2012,2012,Grêmio,2,0,Vasco
20,29,8,2012,2012,Atlético-MG,2,2,Ponte Preta
20,29,8,2012,2012,Portuguesa,3,0,Palmeiras
20,29,8,2012,2012,Coritiba,1,0,Internacional
20,29,8,2012,2012,Náutico,3,2,Figueirense
20,29,8,2012,2012,Atlético-GO,0,2,Cruzeiro
20,29,8,2012,2012,Fluminense,1,1,Corinthians
21,2,9,2012,2012,Botafogo,2,0,Coritiba
21,2,9,2012,2012,Bahia,1,0,São Paulo
21,2,9,2012,2012,Sport,2,1,Santos
21,2,9,2012,2012,Figueirense,2,2,Fluminense
21,2,9,2012,2012,Ponte Preta,3,1,Atlético-GO
21,2,9,2012,2012,Cruzeiro,3,0,Náutico
21,2,9,2012,2012,Internacional,4,1,Flamengo
21,2,9,2012,2012,Corinthians,1,0,Atlético-MG
21,2,9,2012,2012,Palmeiras,0,0,Grêmio
21,2,9,2012,2012,Vasco,2,0,Portuguesa
22,5,9,2012,2012,Flamengo,0,1,Ponte Preta
22,5,9,2012,2012,Bahia,0,0,Atlético-MG
22,5,9,2012,2012,Figueirense,1,0,Corinthians
22,5,9,2012,2012,Portuguesa,3,0,Coritiba
22,5,9,2012,2012,Cruzeiro,1,3,Botafogo
22,5,9,2012,2012,Grêmio,2,1,Atlético-GO
22,5,9,2012,2012,São Paulo,1,1,Internacional
22,5,9,2012,2012,Palmeiras,3,1,Sport
22,5,9,2012,2012,Náutico,1,1,Vasco
22,6,9,2012,2012,Fluminense,3,1,Santos
23,9,9,2012,2012,Ponte Preta,2,2,Figueirense
23,9,9,2012,2012,Botafogo,3,1,Náutico
23,9,9,2012,2012,Sport,2,1,Cruzeiro
23,9,9,2012,2012,Coritiba,3,0,Flamengo
23,9,9,2012,2012,Vasco,0,4,Bahia
23,9,9,2012,2012,Santos,0,0,São Paulo
23,9,9,2012,2012,Corinthians,3,1,Grêmio
23,9,9,2012,2012,Internacional,0,1,Fluminense
23,9,9,2012,2012,Atlético-MG,3,0,Palmeiras
23,9,9,2012,2012,Atlético-GO,1,1,Portuguesa
24,12,9,2012,2012,Atlético-GO,1,2,Coritiba
24,12,9,2012,2012,Figueirense,2,0,Cruzeiro
24,12,9,2012,2012,Sport,1,1,Bahia
24,12,9,2012,2012,Botafogo,1,1,Internacional
24,12,9,2012,2012,Vasco,3,1,Palmeiras
24,12,9,2012,2012,Santos,2,0,Flamengo
24,12,9,2012,2012,Corinthians,1,1,Ponte Preta
24,12,9,2012,2012,Grêmio,2,0,Náutico
24,12,9,2012,2012,Portuguesa,0,2,Fluminense
24,12,9,2012,2012,Atlético-MG,1,0,São Paulo
25,15,9,2012,2012,Fluminense,1,2,Atlético-GO
25,16,9,2012,2012,Bahia,2,1,Figueirense
25,16,9,2012,2012,Cruzeiro,1,1,Vasco
25,16,9,2012,2012,Flamengo,1,1,Grêmio
25,16,9,2012,2012,Palmeiras,0,2,Corinthians
25,16,9,2012,2012,São Paulo,3,1,Portuguesa
25,16,9,2012,2012,Internacional,2,2,Sport
25,16,9,2012,2012,Ponte Preta,0,0,Botafogo
25,16,9,2012,2012,Coritiba,1,2,Santos
25,16,9,2012,2012,Náutico,1,0,Atlético-MG
26,22,9,2012,2012,Figueirense,1,3,Palmeiras
26,23,9,2012,2012,Fluminense,2,1,Náutico
26,23,9,2012,2012,Santos,1,3,Portuguesa
26,23,9,2012,2012,São Paulo,1,0,Cruzeiro
26,23,9,2012,2012,Atlético-GO,1,2,Flamengo
26,23,9,2012,2012,Ponte Preta,0,0,Vasco
26,23,9,2012,2012,Botafogo,2,2,Corinthians
26,23,9,2012,2012,Sport,1,0,Coritiba
26,23,9,2012,2012,Atlético-MG,0,0,Grêmio
26,23,9,2012,2012,Internacional,3,1,Bahia
27,29,9,2012,2012,Portuguesa,1,1,Atlético-MG
27,30,9,2012,2012,Cruzeiro,0,0,Internacional
27,30,9,2012,2012,Náutico,2,0,Atlético-GO
27,30,9,2012,2012,Vasco,3,1,Figueirense
27,30,9,2012,2012,Palmeiras,3,0,Ponte Preta
27,30,9,2012,2012,Bahia,2,0,Botafogo
27,30,9,2012,2012,Corinthians,3,0,Sport
27,30,9,2012,2012,Coritiba,1,1,São Paulo
27,30,9,2012,2012,Flamengo,0,1,Fluminense
27,30,9,2012,2012,Grêmio,1,1,Santos
28,6,10,2012,2012,Flamengo,0,0,Bahia
28,6,10,2012,2012,Coritiba,1,0,Ponte Preta
28,6,10,2012,2012,Portuguesa,5,1,Sport
28,6,10,2012,2012,São Paulo,3,0,Palmeiras
28,6,10,2012,2012,Atlético-GO,0,1,Vasco
28,6,10,2012,2012,Santos,1,1,Internacional
28,6,10,2012,2012,Náutico,2,1,Corinthians
28,6,10,2012,2012,Grêmio,2,1,Cruzeiro
28,6,10,2012,2012,Fluminense,1,0,Botafogo
28,6,10,2012,2012,Atlético-MG,6,0,Figueirense
29,13,10,2012,2012,Bahia,0,2,Fluminense
29,14,10,2012,2012,Figueirense,3,1,Atlético-GO
29,14,10,2012,2012,Ponte Preta,2,1,Náutico
29,14,10,2012,2012,Cruzeiro,2,0,Portuguesa
29,14,10,2012,2012,Botafogo,0,2,Santos
29,14,10,2012,2012,Internacional,3,0,Atlético-MG
29,14,10,2012,2012,Corinthians,3,2,Flamengo
29,14,10,2012,2012,Vasco,0,2,São Paulo
29,14,10,2012,2012,Palmeiras,0,1,Coritiba
29,14,10,2012,2012,Sport,1,3,Grêmio
30,17,10,2012,2012,Flamengo,1,1,Cruzeiro
30,17,10,2012,2012,Atlético-GO,3,1,Internacional
30,17,10,2012,2012,Portuguesa,1,1,Corinthians
30,17,10,2012,2012,São Paulo,2,0,Figueirense
30,17,10,2012,2012,Atlético-MG,2,1,Sport
30,17,10,2012,2012,Santos,2,0,Vasco
30,17,10,2012,2012,Coritiba,2,1,Bahia
30,17,10,2012,2012,Náutico,1,0,Palmeiras
30,17,10,2012,2012,Grêmio,1,1,Botafogo
30,18,10,2012,2012,Fluminense,2,1,Ponte Preta
31,21,10,2012,2012,Internacional,2,3,Figueirense
31,21,10,2012,2012,Bahia,0,1,Palmeiras
31,21,10,2012,2012,Fluminense,2,2,Grêmio
31,21,10,2012,2012,Coritiba,2,1,Náutico
31,21,10,2012,2012,Santos,2,2,Atlético-MG
31,21,10,2012,2012,Cruzeiro,2,0,Corinthians
31,21,10,2012,2012,Portuguesa,0,0,Flamengo
31,21,10,2012,2012,São Paulo,2,0,Atlético-GO
31,21,10,2012,2012,Sport,3,1,Ponte Preta
31,21,10,2012,2012,Botafogo,3,2,Vasco
32,24,10,2012,2012,Palmeiras,2,0,Cruzeiro
32,24,10,2012,2012,Corinthians,1,1,Bahia
32,24,10,2012,2012,Grêmio,0,0,Coritiba
32,24,10,2012,2012,Náutico,0,0,Portuguesa
32,24,10,2012,2012,Atlético-MG,3,2,Fluminense
32,24,10,2012,2012,Flamengo,1,0,São Paulo
32,24,10,2012,2012,Ponte Preta,1,0,Santos
32,24,10,2012,2012,Atlético-GO,0,1,Sport
32,24,10,2012,2012,Vasco,1,2,Internacional
32,24,10,2012,2012,Figueirense,0,2,Botafogo
33,27,10,2012,2012,Ponte Preta,1,0,Cruzeiro
33,27,10,2012,2012,Santos,0,0,Náutico
33,27,10,2012,2012,Fluminense,2,1,Coritiba
33,27,10,2012,2012,Corinthians,1,0,Vasco
33,27,10,2012,2012,Internacional,2,1,Palmeiras
33,27,10,2012,2012,Bahia,1,1,Grêmio
33,27,10,2012,2012,Sport,2,4,São Paulo
33,27,10,2012,2012,Figueirense,0,0,Portuguesa
33,27,10,2012,2012,Botafogo,4,0,Atlético-GO
33,27,10,2012,2012,Atlético-MG,1,1,Flamengo
34,4,11,2012,2012,Cruzeiro,0,4,Santos
34,4,11,2012,2012,Grêmio,1,0,Ponte Preta
34,4,11,2012,2012,Flamengo,1,0,Figueirense
34,4,11,2012,2012,Atlético-GO,0,2,Corinthians
34,4,11,2012,2012,São Paulo,1,1,Fluminense
34,4,11,2012,2012,Palmeiras,2,2,Botafogo
34,4,11,2012,2012,Vasco,0,3,Sport
34,4,11,2012,2012,Portuguesa,0,1,Bahia
34,4,11,2012,2012,Coritiba,1,0,Atlético-MG
34,4,11,2012,2012,Náutico,3,0,Internacional
35,11,11,2012,2012,Botafogo,3,0,Portuguesa
35,11,11,2012,2012,Atlético-GO,2,1,Santos
35,11,11,2012,2012,Corinthians,5,1,Coritiba
35,11,11,2012,2012,Palmeiras,2,3,Fluminense
35,11,11,2012,2012,Grêmio,2,1,São Paulo
35,11,11,2012,2012,Vasco,1,1,Atlético-MG
35,11,11,2012,2012,Cruzeiro,3,1,Bahia
35,11,11,2012,2012,Ponte Preta,1,0,Internacional
35,11,11,2012,2012,Figueirense,1,1,Sport
35,11,11,2012,2012,Náutico,0,1,Flamengo
36,18,11,2012,2012,Coritiba,1,2,Vasco
36,18,11,2012,2012,Santos,2,0,Figueirense
36,18,11,2012,2012,Fluminense,0,2,Cruzeiro
36,18,11,2012,2012,Bahia,1,0,Ponte Preta
36,18,11,2012,2012,Flamengo,1,1,Palmeiras
36,18,11,2012,2012,Atlético-MG,2,2,Atlético-GO
36,18,11,2012,2012,São Paulo,2,1,Náutico
36,18,11,2012,2012,Portuguesa,2,2,Grêmio
36,18,11,2012,2012,Internacional,0,2,Corinthians
36,18,11,2012,2012,Sport,2,0,Botafogo
37,25,11,2012,2012,Corinthians,1,1,Santos
37,25,11,2012,2012,Vasco,1,1,Flamengo
37,25,11,2012,2012,Bahia,1,1,Náutico
37,25,11,2012,2012,Botafogo,2,3,Atlético-MG
37,25,11,2012,2012,Cruzeiro,2,1,Coritiba
37,25,11,2012,2012,Figueirense,2,4,Grêmio
37,25,11,2012,2012,Internacional,0,2,Portuguesa
37,25,11,2012,2012,Palmeiras,1,2,Atlético-GO
37,25,11,2012,2012,Ponte Preta,0,0,São Paulo
37,25,11,2012,2012,Sport,1,1,Fluminense
38,2,12,2012,2012,Flamengo,2,2,Botafogo
38,2,12,2012,2012,Santos,3,1,Palmeiras
38,2,12,2012,2012,Atlético-GO,0,1,Bahia
38,2,12,2012,2012,Atlético-MG,3,2,Cruzeiro
38,2,12,2012,2012,Coritiba,3,0,Figueirense
38,2,12,2012,2012,Fluminense,1,2,Vasco
38,2,12,2012,2012,Grêmio,0,0,Internacional
38,2,12,2012,2012,Náutico,1,0,Sport
38,2,12,2012,2012,Portuguesa,0,0,Ponte Preta
38,2,12,2012,2012,São Paulo,3,1,Corinthians
1,25,5,2013,2013,Vasco,1,0,Portuguesa
1,25,5,2013,2013,Vitória,2,2,Internacional
1,25,5,2013,2013,Corinthians,1,1,Botafogo
1,26,5,2013,2013,Grêmio,2,0,Náutico
1,26,5,2013,2013,Ponte Preta,0,2,São Paulo
1,26,5,2013,2013,Criciúma,3,1,Bahia
1,26,5,2013,2013,Santos,0,0,Flamengo
1,26,5,2013,2013,Fluminense,2,1,Athletico-PR
1,26,5,2013,2013,Cruzeiro,5,0,Goiás
1,26,5,2013,2013,Coritiba,2,1,Atlético-MG
2,29,5,2013,2013,Athletico-PR,2,2,Cruzeiro
2,29,5,2013,2013,Botafogo,2,1,Santos
2,29,5,2013,2013,São Paulo,5,1,Vasco
2,29,5,2013,2013,Bahia,0,0,Coritiba
2,29,5,2013,2013,Náutico,0,3,Vitória
2,29,5,2013,2013,Flamengo,0,2,Ponte Preta
2,29,5,2013,2013,Goiás,1,1,Corinthians
2,30,5,2013,2013,Internacional,2,0,Criciúma
2,9,6,2013,2013,Atlético-MG,2,0,Grêmio
2,12,6,2013,2013,Portuguesa,2,1,Fluminense
3,1,6,2013,2013,Botafogo,2,1,Cruzeiro
3,1,6,2013,2013,Santos,1,1,Grêmio
3,1,6,2013,2013,Athletico-PR,2,2,Flamengo
3,1,6,2013,2013,Goiás,1,1,Coritiba
3,1,6,2013,2013,Vitória,2,0,Vasco
3,1,6,2013,2013,Corinthians,1,0,Ponte Preta
3,2,6,2013,2013,Atlético-MG,0,0,São Paulo
3,2,6,2013,2013,Fluminense,3,0,Criciúma
3,2,6,2013,2013,Internacional,1,2,Bahia
3,2,6,2013,2013,Náutico,2,2,Portuguesa
4,5,6,2013,2013,São Paulo,0,1,Goiás
4,5,6,2013,2013,Criciúma,3,1,Santos
4,5,6,2013,2013,Portuguesa,1,1,Internacional
4,5,6,2013,2013,Grêmio,1,0,Vitória
4,5,6,2013,2013,Ponte Preta,3,4,Athletico-PR
4,5,6,2013,2013,Vasco,2,0,Atlético-MG
4,5,6,2013,2013,Flamengo,0,1,Náutico
4,5,6,2013,2013,Bahia,2,1,Botafogo
4,5,6,2013,2013,Cruzeiro,1,0,Corinthians
4,6,6,2013,2013,Coritiba,2,1,Fluminense
5,8,6,2013,2013,Criciúma,0,3,Flamengo
5,8,6,2013,2013,Cruzeiro,2,2,Internacional
5,8,6,2013,2013,Corinthians,0,0,Portuguesa
5,8,6,2013,2013,Vasco,1,1,Bahia
5,8,6,2013,2013,Ponte Preta,0,2,Botafogo
5,8,6,2013,2013,Vitória,3,2,Athletico-PR
5,9,6,2013,2013,Coritiba,1,0,Náutico
5,9,6,2013,2013,Fluminense,2,1,Goiás
5,12,6,2013,2013,Santos,1,0,Atlético-MG
5,12,6,2013,2013,Grêmio,1,1,São Paulo
6,6,7,2013,2013,Náutico,1,3,Ponte Preta
6,6,7,2013,2013,Athletico-PR,1,1,Grêmio
6,6,7,2013,2013,Flamengo,2,2,Coritiba
6,6,7,2013,2013,Portuguesa,1,1,Cruzeiro
6,7,7,2013,2013,São Paulo,0,2,Santos
6,7,7,2013,2013,Bahia,0,2,Corinthians
6,7,7,2013,2013,Internacional,5,3,Vasco
6,7,7,2013,2013,Goiás,1,0,Vitória
6,7,7,2013,2013,Botafogo,1,0,Fluminense
6,7,7,2013,2013,Atlético-MG,3,2,Criciúma
7,13,7,2013,2013,Fluminense,2,3,Internacional
7,13,7,2013,2013,Santos,4,1,Portuguesa
7,13,7,2013,2013,Ponte Preta,0,0,Bahia
7,14,7,2013,2013,Corinthians,0,1,Atlético-MG
7,14,7,2013,2013,Vitória,3,2,São Paulo
7,14,7,2013,2013,Grêmio,2,1,Botafogo
7,14,7,2013,2013,Coritiba,1,0,Athletico-PR
7,14,7,2013,2013,Vasco,0,1,Flamengo
7,14,7,2013,2013,Criciúma,0,0,Goiás
7,14,7,2013,2013,Cruzeiro,3,0,Náutico
8,20,7,2013,2013,São Paulo,0,3,Cruzeiro
8,20,7,2013,2013,Criciúma,2,1,Grêmio
8,20,7,2013,2013,Botafogo,2,0,Náutico
8,21,7,2013,2013,Vitória,0,0,Bahia
8,21,7,2013,2013,Internacional,1,0,Flamengo
8,21,7,2013,2013,Athletico-PR,1,1,Corinthians
8,21,7,2013,2013,Santos,2,2,Coritiba
8,21,7,2013,2013,Fluminense,1,3,Vasco
8,21,7,2013,2013,Goiás,2,1,Portuguesa
8,3,10,2013,2013,Atlético-MG,4,0,Ponte Preta
9,27,7,2013,2013,Vasco,3,2,Criciúma
9,27,7,2013,2013,Portuguesa,2,3,Athletico-PR
9,27,7,2013,2013,Ponte Preta,1,0,Santos
9,28,7,2013,2013,Corinthians,0,0,São Paulo
9,28,7,2013,2013,Grêmio,2,0,Fluminense
9,28,7,2013,2013,Náutico,3,0,Internacional
9,28,7,2013,2013,Cruzeiro,4,1,Atlético-MG
9,28,7,2013,2013,Flamengo,1,1,Botafogo
9,28,7,2013,2013,Bahia,2,1,Goiás
9,28,7,2013,2013,Coritiba,1,1,Vitória
10,31,7,2013,2013,Fluminense,1,0,Cruzeiro
10,31,7,2013,2013,Atlético-MG,1,2,Athletico-PR
10,31,7,2013,2013,Portuguesa,1,1,Criciúma
10,31,7,2013,2013,Coritiba,5,3,Ponte Preta
10,31,7,2013,2013,Corinthians,2,0,Grêmio
10,31,7,2013,2013,Bahia,3,0,Flamengo
10,1,8,2013,2013,Botafogo,2,0,Vitória
10,1,8,2013,2013,Goiás,1,1,Vasco
10,3,9,2013,2013,Náutico,0,1,São Paulo
10,10,9,2013,2013,Internacional,1,2,Santos
11,10,7,2013,2013,São Paulo,1,2,Bahia
11,3,8,2013,2013,Cruzeiro,1,0,Coritiba
11,4,8,2013,2013,Flamengo,3,0,Atlético-MG
11,4,8,2013,2013,Ponte Preta,1,1,Fluminense
11,4,8,2013,2013,Criciúma,0,2,Corinthians
11,4,8,2013,2013,Athletico-PR,2,0,Goiás
11,4,8,2013,2013,Vasco,2,3,Botafogo
11,4,8,2013,2013,Vitória,2,1,Portuguesa
11,4,8,2013,2013,Grêmio,1,1,Internacional
11,25,9,2013,2013,Santos,1,1,Náutico
12,24,7,2013,2013,São Paulo,0,1,Internacional
12,7,8,2013,2013,Vitória,1,1,Fluminense
12,7,8,2013,2013,Criciúma,1,2,Cruzeiro
12,7,8,2013,2013,Flamengo,1,1,Portuguesa
12,7,8,2013,2013,Athletico-PR,1,0,Bahia
12,7,8,2013,2013,Goiás,2,1,Náutico
12,7,8,2013,2013,Atlético-MG,2,2,Botafogo
12,7,8,2013,2013,Santos,1,1,Corinthians
12,8,8,2013,2013,Grêmio,0,1,Coritiba
12,8,8,2013,2013,Vasco,1,1,Ponte Preta
13,10,8,2013,2013,Botafogo,1,1,Goiás
13,10,8,2013,2013,Náutico,0,0,Atlético-MG
13,11,8,2013,2013,Coritiba,0,1,Vasco
13,11,8,2013,2013,Fluminense,2,3,Flamengo
13,11,8,2013,2013,Corinthians,2,0,Vitória
13,11,8,2013,2013,Cruzeiro,0,0,Santos
13,11,8,2013,2013,Portuguesa,2,1,São Paulo
13,11,8,2013,2013,Bahia,0,3,Grêmio
13,11,8,2013,2013,Internacional,2,2,Athletico-PR
13,11,8,2013,2013,Ponte Preta,3,1,Criciúma
14,14,8,2013,2013,Atlético-MG,2,0,Bahia
14,14,8,2013,2013,Santos,1,1,Vasco
14,14,8,2013,2013,Coritiba,1,1,Portuguesa
14,14,8,2013,2013,Vitória,3,1,Ponte Preta
14,14,8,2013,2013,Fluminense,0,0,Corinthians
14,14,8,2013,2013,Grêmio,3,1,Cruzeiro
14,14,8,2013,2013,Goiás,1,1,Flamengo
14,14,8,2013,2013,Criciúma,3,0,Náutico
14,14,8,2013,2013,São Paulo,1,1,Athletico-PR
14,14,8,2013,2013,Botafogo,3,3,Internacional
15,17,8,2013,2013,Náutico,0,1,Fluminense
15,17,8,2013,2013,Cruzeiro,5,1,Vitória
15,17,8,2013,2013,Vasco,2,3,Grêmio
15,18,8,2013,2013,Flamengo,0,0,São Paulo
15,18,8,2013,2013,Corinthians,1,0,Coritiba
15,18,8,2013,2013,Portuguesa,1,3,Botafogo
15,18,8,2013,2013,Ponte Preta,0,1,Goiás
15,18,8,2013,2013,Internacional,0,0,Atlético-MG
15,18,8,2013,2013,Athletico-PR,2,1,Criciúma
15,18,8,2013,2013,Bahia,0,0,Santos
16,24,8,2013,2013,Ponte Preta,0,2,Cruzeiro
16,24,8,2013,2013,Flamengo,0,1,Grêmio
16,24,8,2013,2013,Santos,2,0,Vitória
16,24,8,2013,2013,Criciúma,2,1,Coritiba
16,25,8,2013,2013,São Paulo,2,1,Fluminense
16,25,8,2013,2013,Bahia,2,0,Náutico
16,25,8,2013,2013,Vasco,1,1,Corinthians
16,25,8,2013,2013,Atlético-MG,2,1,Portuguesa
16,25,8,2013,2013,Internacional,3,3,Goiás
