round,day,month,year,season,hometeam,goalsht,goalsvt,visitingteam
8,30,6,2021,2021,Fluminense,1,4,Athletico-PR
8,30,6,2021,2021,Fortaleza,3,2,Chapecoense
8,30,6,2021,2021,Bahia,3,4,América-MG
8,30,6,2021,2021,Internacional,1,2,Palmeiras
8,30,6,2021,2021,Santos,0,0,Sport
8,30,6,2021,2021,Juventude,2,0,Grêmio
8,30,6,2021,2021,Corinthians,0,0,São Paulo
8,1,7,2021,2021,Bragantino,0,0,Ceará
8,1,7,2021,2021,Atlético-MG,4,1,Atlético-GO
8,1,7,2021,2021,Cuiabá,0,2,Flamengo
9,3,7,2021,2021,Athletico-PR,2,1,Fortaleza
9,3,7,2021,2021,Corinthians,1,1,Internacional
9,3,7,2021,2021,América-MG,2,0,Santos
9,4,7,2021,2021,Chapecoense,0,2,Bahia
9,4,7,2021,2021,Sport,0,1,Palmeiras
9,4,7,2021,2021,Flamengo,0,1,Fluminense
9,4,7,2021,2021,Cuiabá,0,1,Atlético-MG
9,4,7,2021,2021,Ceará,2,0,Juventude
9,4,7,2021,2021,São Paulo,1,2,Bragantino
9,4,7,2021,2021,Grêmio,0,1,Atlético-GO
10,6,7,2021,2021,Santos,2,1,Athletico-PR
10,7,7,2021,2021,Fortaleza,4,0,América-MG
10,7,7,2021,2021,Bahia,1,0,Juventude
10,7,7,2021,2021,Bragantino,1,1,Cuiabá
10,7,7,2021,2021,Palmeiras,2,0,Grêmio
10,7,7,2021,2021,Atlético-MG,2,1,Flamengo
10,7,7,2021,2021,Atlético-GO,1,1,Sport
10,7,7,2021,2021,Internacional,0,2,São Paulo
10,7,7,2021,2021,Fluminense,0,0,Ceará
10,8,7,2021,2021,Chapecoense,0,1,Corinthians
11,10,7,2021,2021,Grêmio,0,0,Internacional
11,10,7,2021,2021,Palmeiras,3,2,Santos
11,10,7,2021,2021,Athletico-PR,2,2,Bragantino
11,10,7,2021,2021,Sport,1,2,Fluminense
11,10,7,2021,2021,América-MG,0,1,Atlético-MG
11,10,7,2021,2021,São Paulo,1,0,Bahia
11,11,7,2021,2021,Juventude,1,1,Atlético-GO
11,11,7,2021,2021,Cuiabá,2,2,Ceará
11,11,7,2021,2021,Flamengo,2,1,Chapecoense
11,11,7,2021,2021,Fortaleza,1,0,Corinthians
12,17,7,2021,2021,Ceará,1,0,Athletico-PR
12,17,7,2021,2021,São Paulo,0,1,Fortaleza
12,17,7,2021,2021,Corinthians,1,2,Atlético-MG
12,17,7,2021,2021,Fluminense,0,1,Grêmio
12,18,7,2021,2021,Chapecoense,2,3,Cuiabá
12,18,7,2021,2021,Atlético-GO,0,3,Palmeiras
12,18,7,2021,2021,Bahia,0,5,Flamengo
12,18,7,2021,2021,Bragantino,2,2,Santos
12,18,7,2021,2021,Internacional,1,0,Juventude
12,19,7,2021,2021,América-MG,0,1,Sport
13,24,7,2021,2021,Grêmio,1,1,América-MG
13,24,7,2021,2021,Palmeiras,1,0,Fluminense
13,25,7,2021,2021,Atlético-MG,3,0,Bahia
13,25,7,2021,2021,Fortaleza,1,0,Bragantino
13,25,7,2021,2021,Flamengo,5,1,São Paulo
13,25,7,2021,2021,Santos,0,1,Atlético-GO
13,25,7,2021,2021,Athletico-PR,2,1,Internacional
13,25,7,2021,2021,Sport,0,0,Ceará
13,26,7,2021,2021,Juventude,1,0,Chapecoense
13,26,7,2021,2021,Cuiabá,1,2,Corinthians
14,31,7,2021,2021,São Paulo,0,0,Palmeiras
14,31,7,2021,2021,Internacional,0,0,Cuiabá
14,31,7,2021,2021,Bragantino,1,0,Grêmio
14,1,8,2021,2021,Atlético-MG,2,0,Athletico-PR
14,1,8,2021,2021,Corinthians,1,3,Flamengo
14,1,8,2021,2021,Chapecoense,0,1,Santos
14,1,8,2021,2021,Bahia,0,1,Sport
14,1,8,2021,2021,Atlético-GO,1,1,América-MG
14,1,8,2021,2021,Ceará,3,1,Fortaleza
14,2,9,2021,2021,Fluminense,1,1,Juventude
15,6,8,2021,2021,Sport,0,0,Bragantino
15,7,8,2021,2021,Athletico-PR,1,2,São Paulo
15,7,8,2021,2021,Cuiabá,1,1,Bahia
15,7,8,2021,2021,Palmeiras,2,3,Fortaleza
15,8,8,2021,2021,Juventude,1,2,Atlético-MG
15,8,8,2021,2021,Santos,0,0,Corinthians
15,8,8,2021,2021,América-MG,1,0,Fluminense
15,8,8,2021,2021,Ceará,0,0,Atlético-GO
15,8,8,2021,2021,Flamengo,0,4,Internacional
15,9,8,2021,2021,Grêmio,2,1,Chapecoense
16,14,8,2021,2021,Bragantino,1,2,Juventude
16,14,8,2021,2021,Atlético-MG,2,0,Palmeiras
16,14,8,2021,2021,São Paulo,2,1,Grêmio
16,15,8,2021,2021,Corinthians,3,1,Ceará
16,15,8,2021,2021,Flamengo,2,0,Sport
16,15,8,2021,2021,Cuiabá,1,0,Athletico-PR
16,15,8,2021,2021,Bahia,1,2,Atlético-GO
16,15,8,2021,2021,Fortaleza,1,1,Santos
16,15,8,2021,2021,Internacional,4,2,Fluminense
16,16,8,2021,2021,Chapecoense,1,1,América-MG
17,21,8,2021,2021,Atlético-GO,1,1,Chapecoense
17,21,8,2021,2021,Grêmio,2,0,Bahia
17,21,8,2021,2021,Juventude,1,1,Fortaleza
17,22,8,2021,2021,Palmeiras,0,2,Cuiabá
17,22,8,2021,2021,Ceará,1,1,Flamengo
17,22,8,2021,2021,Athletico-PR,0,1,Corinthians
17,22,8,2021,2021,Santos,2,2,Internacional
17,22,8,2021,2021,Sport,0,1,São Paulo
17,23,8,2021,2021,América-MG,0,2,Bragantino
17,23,8,2021,2021,Fluminense,1,1,Atlético-MG
18,28,8,2021,2021,Sport,0,0,Chapecoense
18,28,8,2021,2021,Santos,0,4,Flamengo
18,28,8,2021,2021,Palmeiras,2,1,Athletico-PR
18,28,8,2021,2021,Grêmio,0,1,Corinthians
18,29,8,2021,2021,América-MG,2,0,Ceará
18,29,8,2021,2021,Juventude,1,1,São Paulo
18,29,8,2021,2021,Atlético-GO,0,0,Internacional
18,29,8,2021,2021,Bragantino,1,1,Atlético-MG
18,30,8,2021,2021,Fluminense,2,0,Bahia
18,30,8,2021,2021,Fortaleza,0,0,Cuiabá
19,4,9,2021,2021,Bahia,4,2,Fortaleza
19,4,9,2021,2021,Cuiabá,2,1,Santos
19,5,9,2021,2021,Athletico-PR,0,0,Sport
19,7,9,2021,2021,Corinthians,1,1,Juventude
19,7,9,2021,2021,Chapecoense,1,2,Fluminense
19,22,9,2021,2021,São Paulo,0,0,América-MG
19,3,11,2021,2021,Atlético-MG,2,1,Grêmio
19,5,11,2021,2021,Flamengo,2,0,Atlético-GO
19,20,10,2021,2021,Ceará,1,2,Palmeiras
19,21,10,2021,2021,Internacional,1,1,Bragantino
20,11,9,2021,2021,América-MG,2,0,Athletico-PR
20,11,9,2021,2021,Juventude,1,2,Cuiabá
20,11,9,2021,2021,Bragantino,1,2,Chapecoense
20,11,9,2021,2021,Santos,0,0,Bahia
20,12,9,2021,2021,Grêmio,2,0,Ceará
20,12,9,2021,2021,Fortaleza,0,2,Atlético-MG
20,12,9,2021,2021,Palmeiras,1,3,Flamengo
20,12,9,2021,2021,Atlético-GO,1,1,Corinthians
20,12,9,2021,2021,Fluminense,2,1,São Paulo
20,13,9,2021,2021,Sport,0,1,Internacional
21,18,9,2021,2021,Chapecoense,0,2,Palmeiras
21,18,9,2021,2021,Athletico-PR,2,1,Juventude
21,18,9,2021,2021,Atlético-MG,3,0,Sport
21,18,9,2021,2021,Ceará,0,0,Santos
21,18,9,2021,2021,Bahia,1,1,Bragantino
21,19,9,2021,2021,Internacional,1,0,Fortaleza
21,19,9,2021,2021,São Paulo,2,1,Atlético-GO
21,19,9,2021,2021,Corinthians,1,1,América-MG
21,19,9,2021,2021,Flamengo,0,1,Grêmio
21,20,9,2021,2021,Cuiabá,2,2,Fluminense
22,25,9,2021,2021,Ceará,1,0,Chapecoense
22,25,9,2021,2021,Corinthians,2,1,Palmeiras
22,25,9,2021,2021,São Paulo,0,0,Atlético-MG
22,26,9,2021,2021,América-MG,1,1,Flamengo
22,26,9,2021,2021,Fluminense,2,1,Bragantino
22,26,9,2021,2021,Juventude,3,0,Santos
22,26,9,2021,2021,Internacional,2,0,Bahia
22,26,9,2021,2021,Athletico-PR,4,2,Grêmio
22,26,9,2021,2021,Sport,0,1,Fortaleza
22,26,9,2021,2021,Atlético-GO,0,0,Cuiabá
23,2,10,2021,2021,Fortaleza,0,3,Atlético-GO
23,2,10,2021,2021,Cuiabá,0,2,América-MG
23,2,10,2021,2021,Bragantino,2,2,Corinthians
23,2,10,2021,2021,Atlético-MG,1,0,Internacional
23,3,10,2021,2021,Chapecoense,1,1,São Paulo
23,3,10,2021,2021,Flamengo,3,0,Athletico-PR
23,3,10,2021,2021,Palmeiras,1,1,Juventude
23,3,10,2021,2021,Grêmio,1,2,Sport
23,27,10,2021,2021,Bahia,1,1,Ceará
23,27,10,2021,2021,Santos,2,0,Fluminense
24,5,10,2021,2021,Corinthians,3,1,Bahia
24,6,10,2021,2021,América-MG,2,1,Palmeiras
24,6,10,2021,2021,Fluminense,0,2,Fortaleza
24,6,10,2021,2021,Grêmio,2,2,Cuiabá
24,6,10,2021,2021,Bragantino,1,1,Flamengo
24,6,10,2021,2021,Atlético-GO,0,2,Athletico-PR
24,6,10,2021,2021,Ceará,0,0,Internacional
24,6,10,2021,2021,Chapecoense,2,2,Atlético-MG
24,6,10,2021,2021,Sport,3,1,Juventude
24,7,10,2021,2021,São Paulo,1,1,Santos
25,9,10,2021,2021,Juventude,1,1,América-MG
25,9,10,2021,2021,Palmeiras,2,4,Bragantino
25,9,10,2021,2021,Athletico-PR,0,2,Bahia
25,9,10,2021,2021,Fortaleza,0,3,Flamengo
25,9,10,2021,2021,Atlético-MG,3,1,Ceará
25,9,10,2021,2021,Fluminense,0,0,Atlético-GO
25,9,10,2021,2021,Sport,1,0,Corinthians
25,10,10,2021,2021,Santos,1,0,Grêmio
25,10,10,2021,2021,Internacional,5,2,Chapecoense
25,11,10,2021,2021,Cuiabá,0,0,São Paulo
26,12,10,2021,2021,Bahia,0,0,Palmeiras
26,12,10,2021,2021,Bragantino,1,0,Atlético-GO
26,13,10,2021,2021,Internacional,3,1,América-MG
26,13,10,2021,2021,Corinthians,1,0,Fluminense
26,13,10,2021,2021,Fortaleza,1,0,Grêmio
26,13,10,2021,2021,Atlético-MG,3,1,Santos
26,13,10,2021,2021,Chapecoense,1,1,Athletico-PR
26,13,10,2021,2021,Flamengo,3,1,Juventude
26,14,10,2021,2021,Cuiabá,1,0,Sport
26,14,10,2021,2021,São Paulo,1,1,Ceará
27,16,10,2021,2021,América-MG,0,0,Bahia
27,16,10,2021,2021,Chapecoense,1,2,Fortaleza
27,17,10,2021,2021,Flamengo,0,0,Cuiabá
27,17,10,2021,2021,Sport,0,0,Santos
27,17,10,2021,2021,Atlético-GO,2,1,Atlético-MG
27,17,10,2021,2021,Ceará,2,2,Bragantino
27,17,10,2021,2021,Grêmio,3,2,Juventude
27,17,10,2021,2021,Athletico-PR,0,1,Fluminense
27,17,10,2021,2021,Palmeiras,1,0,Internacional
27,18,10,2021,2021,São Paulo,1,0,Corinthians
28,23,10,2021,2021,Fortaleza,3,0,Athletico-PR
28,23,10,2021,2021,Fluminense,3,1,Flamengo
28,23,10,2021,2021,Juventude,0,0,Ceará
28,23,10,2021,2021,Santos,0,2,América-MG
28,24,10,2021,2021,Bahia,3,0,Chapecoense
28,24,10,2021,2021,Bragantino,1,0,São Paulo
28,24,10,2021,2021,Atlético-MG,2,1,Cuiabá
28,24,10,2021,2021,Internacional,2,2,Corinthians
28,25,10,2021,2021,Palmeiras,2,1,Sport
28,25,10,2021,2021,Atlético-GO,2,0,Grêmio
29,30,10,2021,2021,América-MG,2,1,Fortaleza
29,30,10,2021,2021,Juventude,0,0,Bahia
29,30,10,2021,2021,Flamengo,1,0,Atlético-MG
29,30,10,2021,2021,Athletico-PR,0,1,Santos
29,31,10,2021,2021,Sport,2,0,Atlético-GO
29,31,10,2021,2021,São Paulo,1,0,Internacional
29,31,10,2021,2021,Ceará,1,0,Fluminense
29,31,10,2021,2021,Grêmio,1,3,Palmeiras
29,1,11,2021,2021,Corinthians,1,0,Chapecoense
29,1,11,2021,2021,Cuiabá,1,0,Bragantino
30,6,11,2021,2021,Fluminense,1,0,Sport
30,6,11,2021,2021,Internacional,1,0,Grêmio
30,6,11,2021,2021,Corinthians,1,0,Fortaleza
30,7,11,2021,2021,Ceará,1,0,Cuiabá
30,7,11,2021,2021,Bahia,1,0,São Paulo
30,7,11,2021,2021,Atlético-MG,1,0,América-MG
30,7,11,2021,2021,Bragantino,0,2,Athletico-PR
30,7,11,2021,2021,Santos,0,2,Palmeiras
30,8,11,2021,2021,Chapecoense,2,2,Flamengo
30,23,11,2021,2021,Atlético-GO,1,1,Juventude
31,4,11,2021,2021,Cuiabá,0,0,Chapecoense
31,9,11,2021,2021,Grêmio,1,0,Fluminense
31,10,11,2021,2021,Fortaleza,1,1,São Paulo
31,10,11,2021,2021,Juventude,2,1,Internacional
31,10,11,2021,2021,Sport,2,3,América-MG
31,10,11,2021,2021,Palmeiras,4,0,Atlético-GO
31,10,11,2021,2021,Atlético-MG,3,0,Corinthians
31,10,11,2021,2021,Santos,2,0,Bragantino
31,10,11,2021,2021,Athletico-PR,2,1,Ceará
31,11,11,2021,2021,Flamengo,3,0,Bahia
32,13,11,2021,2021,Corinthians,3,2,Cuiabá
32,13,11,2021,2021,Internacional,2,1,Athletico-PR
32,13,11,2021,2021,Bragantino,3,0,Fortaleza
32,13,11,2021,2021,América-MG,3,1,Grêmio
32,13,11,2021,2021,Atlético-GO,0,0,Santos
32,14,11,2021,2021,Ceará,2,1,Sport
32,14,11,2021,2021,Chapecoense,0,2,Juventude
32,14,11,2021,2021,Fluminense,2,1,Palmeiras
32,14,11,2021,2021,São Paulo,0,4,Flamengo
32,2,12,2021,2021,Bahia,2,3,Atlético-MG
33,16,11,2021,2021,Grêmio,3,0,Bragantino
33,16,11,2021,2021,Athletico-PR,0,1,Atlético-MG
33,17,11,2021,2021,Flamengo,1,0,Corinthians
33,17,11,2021,2021,Juventude,1,0,Fluminense
33,17,11,2021,2021,Palmeiras,0,2,São Paulo
33,17,11,2021,2021,Fortaleza,0,4,Ceará
33,17,11,2021,2021,América-MG,0,0,Atlético-GO
33,17,11,2021,2021,Cuiabá,1,0,Internacional
33,17,11,2021,2021,Santos,2,0,Chapecoense
33,18,11,2021,2021,Sport,1,0,Bahia
34,28,10,2021,2021,Bragantino,3,0,Sport
34,20,11,2021,2021,Internacional,1,2,Flamengo
34,20,11,2021,2021,Atlético-GO,1,1,Ceará
34,20,11,2021,2021,Atlético-MG,2,0,Juventude
34,20,11,2021,2021,Chapecoense,1,3,Grêmio
34,20,11,2021,2021,Fortaleza,1,0,Palmeiras
34,21,11,2021,2021,Bahia,0,0,Cuiabá
34,21,11,2021,2021,Fluminense,2,0,América-MG
34,21,11,2021,2021,Corinthians,2,0,Santos
34,24,11,2021,2021,São Paulo,0,0,Athletico-PR
35,23,11,2021,2021,Palmeiras,2,2,Atlético-MG
35,24,11,2021,2021,Fluminense,1,0,Internacional
35,25,11,2021,2021,Ceará,2,1,Corinthians
35,25,11,2021,2021,Santos,2,0,Fortaleza
35,29,11,2021,2021,Atlético-GO,2,1,Bahia
35,30,11,2021,2021,América-MG,3,0,Chapecoense
35,30,11,2021,2021,Juventude,1,0,Bragantino
35,2,12,2021,2021,Grêmio,3,0,São Paulo
35,3,12,2021,2021,Sport,1,1,Flamengo
35,3,12,2021,2021,Athletico-PR,1,0,Cuiabá
36,26,11,2021,2021,Bahia,3,1,Grêmio
36,27,11,2021,2021,São Paulo,2,0,Sport
36,27,11,2021,2021,Bragantino,1,1,América-MG
36,28,11,2021,2021,Internacional,1,1,Santos
36,28,11,2021,2021,Atlético-MG,2,1,Fluminense
36,28,11,2021,2021,Corinthians,1,0,Athletico-PR
36,30,11,2021,2021,Cuiabá,1,3,Palmeiras
36,30,11,2021,2021,Flamengo,2,1,Ceará
36,3,12,2021,2021,Fortaleza,1,0,Juventude
36,3,12,2021,2021,Chapecoense,0,1,Atlético-GO
37,5,12,2021,2021,Ceará,0,0,América-MG
37,5,12,2021,2021,Atlético-MG,4,3,Bragantino
37,5,12,2021,2021,Bahia,2,0,Fluminense
37,5,12,2021,2021,Corinthians,1,1,Grêmio
37,6,12,2021,2021,Chapecoense,0,1,Sport
37,6,12,2021,2021,Cuiabá,1,0,Fortaleza
37,6,12,2021,2021,Flamengo,0,1,Santos
37,6,12,2021,2021,Internacional,1,2,Atlético-GO
37,6,12,2021,2021,Athletico-PR,0,0,Palmeiras
37,6,12,2021,2021,São Paulo,3,1,Juventude
38,9,12,2021,2021,América-MG,2,0,São Paulo
38,9,12,2021,2021,Atlético-GO,2,0,Flamengo
38,9,12,2021,2021,Fluminense,3,0,Chapecoense
38,9,12,2021,2021,Fortaleza,2,1,Bahia
38,9,12,2021,2021,Grêmio,4,3,Atlético-MG
38,9,12,2021,2021,Juventude,1,0,Corinthians
38,9,12,2021,2021,Palmeiras,1,0,Ceará
38,9,12,2021,2021,Bragantino,1,0,Internacional
38,9,12,2021,2021,Santos,1,1,Cuiabá
38,9,12,2021,2021,Sport,1,1,Athletico-PR
1,9,4,2022,2022,Fluminense,0,0,Santos
1,9,4,2022,2022,Atlético-GO,1,1,Flamengo
1,9,4,2022,2022,Palmeiras,2,3,Ceará
1,10,4,2022,2022,Coritiba,3,0,Goiás
1,10,4,2022,2022,Atlético-MG,2,0,Internacional
1,10,4,2022,2022,Botafogo,1,3,Corinthians
1,10,4,2022,2022,Fortaleza,0,1,Cuiabá
1,10,4,2022,2022,Avaí,1,0,América-MG
1,10,4,2022,2022,São Paulo,4,0,Athletico-PR
1,11,4,2022,2022,Juventude,2,2,Bragantino
2,16,4,2022,2022,Goiás,1,1,Palmeiras
2,16,4,2022,2022,Corinthians,3,0,Avaí
2,16,4,2022,2022,América-MG,4,1,Juventude
2,16,4,2022,2022,Cuiabá,0,1,Fluminense
2,17,4,2022,2022,Santos,2,1,Coritiba
2,17,4,2022,2022,Flamengo,3,1,São Paulo
2,17,4,2022,2022,Bragantino,4,0,Atlético-GO
2,17,4,2022,2022,Internacional,2,1,Fortaleza
2,17,4,2022,2022,Athletico-PR,0,1,Atlético-MG
2,17,4,2022,2022,Ceará,1,3,Botafogo
4,20,4,2022,2022,Flamengo,0,0,Palmeiras
3,23,4,2022,2022,Bragantino,1,1,São Paulo
3,23,4,2022,2022,Athletico-PR,1,0,Flamengo
3,23,4,2022,2022,Fluminense,0,1,Internacional
3,23,4,2022,2022,Palmeiras,3,0,Corinthians
3,23,4,2022,2022,Atlético-MG,2,2,Coritiba
3,24,4,2022,2022,Santos,3,0,América-MG
3,24,4,2022,2022,Juventude,0,1,Cuiabá
3,24,4,2022,2022,Atlético-GO,1,1,Botafogo
3,25,4,2022,2022,Avaí,3,2,Goiás
4,30,4,2022,2022,América-MG,1,0,Athletico-PR
4,30,4,2022,2022,Ceará,0,1,Bragantino
4,30,4,2022,2022,Goiás,2,2,Atlético-MG
4,30,4,2022,2022,Cuiabá,1,1,Atlético-GO
4,1,5,2022,2022,Botafogo,1,1,Juventude
4,1,5,2022,2022,Coritiba,3,2,Fluminense
4,1,5,2022,2022,Corinthians,1,0,Fortaleza
4,1,5,2022,2022,Internacional,0,0,Avaí
4,2,5,2022,2022,São Paulo,2,1,Santos
5,7,5,2022,2022,Atlético-MG,1,2,América-MG
5,7,5,2022,2022,Athletico-PR,1,0,Ceará
5,8,5,2022,2022,Flamengo,0,1,Botafogo
5,8,5,2022,2022,Atlético-GO,0,1,Goiás
5,8,5,2022,2022,Palmeiras,1,1,Fluminense
5,8,5,2022,2022,Santos,4,1,Cuiabá
5,8,5,2022,2022,Bragantino,0,1,Corinthians
5,8,5,2022,2022,Juventude,1,1,Internacional
5,8,5,2022,2022,Fortaleza,1,1,São Paulo
5,9,5,2022,2022,Avaí,2,1,Coritiba
7,11,5,2022,2022,Bragantino,1,1,Atlético-MG
6,14,5,2022,2022,Palmeiras,2,0,Bragantino
6,14,5,2022,2022,Ceará,2,2,Flamengo
6,14,5,2022,2022,Atlético-MG,2,0,Atlético-GO
6,14,5,2022,2022,Internacional,2,2,Corinthians
6,14,5,2022,2022,Fluminense,2,1,Athletico-PR
6,15,5,2022,2022,São Paulo,2,1,Cuiabá
6,15,5,2022,2022,Coritiba,1,0,América-MG
6,15,5,2022,2022,Botafogo,3,1,Fortaleza
6,15,5,2022,2022,Avaí,1,2,Juventude
6,15,5,2022,2022,Goiás,1,0,Santos
7,21,5,2022,2022,Flamengo,1,0,Goiás
7,21,5,2022,2022,Atlético-GO,2,0,Coritiba
7,21,5,2022,2022,Santos,0,0,Ceará
7,21,5,2022,2022,Juventude,0,3,Palmeiras
7,21,5,2022,2022,América-MG,1,1,Botafogo
7,21,5,2022,2022,Cuiabá,1,1,Internacional
7,22,5,2022,2022,Fortaleza,0,1,Fluminense
7,22,5,2022,2022,Corinthians,1,1,São Paulo
7,22,5,2022,2022,Athletico-PR,2,1,Avaí
8,28,5,2022,2022,Goiás,1,1,Bragantino
8,28,5,2022,2022,São Paulo,2,2,Ceará
8,28,5,2022,2022,Fortaleza,1,1,Juventude
8,29,5,2022,2022,Coritiba,1,0,Botafogo
8,29,5,2022,2022,Santos,0,1,Palmeiras
8,29,5,2022,2022,Fluminense,1,2,Flamengo
8,29,5,2022,2022,Cuiabá,0,1,Athletico-PR
8,29,5,2022,2022,Corinthians,1,1,América-MG
8,29,5,2022,2022,Atlético-MG,2,1,Avaí
8,30,5,2022,2022,Internacional,1,1,Atlético-GO
3,1,6,2022,2022,Fortaleza,0,1,Ceará
9,4,6,2022,2022,América-MG,2,1,Cuiabá
9,4,6,2022,2022,Ceará,1,1,Coritiba
9,4,6,2022,2022,Athletico-PR,2,2,Santos
9,4,6,2022,2022,Avaí,1,1,São Paulo
9,4,6,2022,2022,Atlético-GO,0,1,Corinthians
9,5,6,2022,2022,Juventude,1,0,Fluminense
9,5,6,2022,2022,Palmeiras,0,0,Atlético-MG
9,5,6,2022,2022,Flamengo,1,2,Fortaleza
9,5,6,2022,2022,Bragantino,0,2,Internacional
9,6,6,2022,2022,Botafogo,1,2,Goiás
10,7,6,2022,2022,Cuiabá,1,0,Corinthians
10,8,6,2022,2022,Juventude,1,3,Athletico-PR
10,8,6,2022,2022,América-MG,0,2,Ceará
10,8,6,2022,2022,Atlético-GO,2,1,Avaí
10,8,6,2022,2022,Bragantino,1,0,Flamengo
10,8,6,2022,2022,Fluminense,5,3,Atlético-MG
10,8,6,2022,2022,Santos,1,1,Internacional
10,9,6,2022,2022,Palmeiras,4,0,Botafogo
10,9,6,2022,2022,Coritiba,1,1,São Paulo
10,9,6,2022,2022,Fortaleza,1,1,Goiás
11,11,6,2022,2022,Corinthians,2,0,Juventude
11,11,6,2022,2022,Fluminense,0,2,Atlético-GO
11,11,6,2022,2022,Cuiabá,1,1,Bragantino
11,11,6,2022,2022,Atlético-MG,1,1,Santos
11,11,6,2022,2022,Internacional,3,1,Flamengo
11,12,6,2022,2022,Goiás,1,1,Ceará
11,12,6,2022,2022,São Paulo,1,0,América-MG
11,12,6,2022,2022,Coritiba,0,2,Palmeiras
11,12,6,2022,2022,Fortaleza,0,0,Athletico-PR
11,13,6,2022,2022,Botafogo,0,1,Avaí
12,14,6,2022,2022,Juventude,1,2,Santos
12,15,6,2022,2022,Bragantino,4,2,Coritiba
12,15,6,2022,2022,Ceará,0,0,Atlético-MG
12,15,6,2022,2022,Goiás,1,2,Internacional
12,15,6,2022,2022,Flamengo,2,0,Cuiabá
12,15,6,2022,2022,América-MG,0,0,Fluminense
12,15,6,2022,2022,Athletico-PR,1,1,Corinthians
12,16,6,2022,2022,Botafogo,1,0,São Paulo
12,16,6,2022,2022,Palmeiras,4,2,Atlético-GO
12,16,6,2022,2022,Avaí,3,2,Fortaleza
13,18,6,2022,2022,Cuiabá,0,0,Ceará
13,18,6,2022,2022,Santos,2,2,Bragantino
13,19,6,2022,2022,Corinthians,1,0,Goiás
13,19,6,2022,2022,Atlético-MG,2,0,Flamengo
13,19,6,2022,2022,Coritiba,0,1,Athletico-PR
13,19,6,2022,2022,Atlético-GO,3,1,Juventude
13,19,6,2022,2022,Fortaleza,1,0,América-MG
13,19,6,2022,2022,Internacional,2,3,Botafogo
13,19,6,2022,2022,Fluminense,2,0,Avaí
13,20,6,2022,2022,São Paulo,1,2,Palmeiras
14,24,6,2022,2022,Internacional,3,0,Coritiba
14,25,6,2022,2022,Athletico-PR,4,2,Bragantino
14,25,6,2022,2022,Flamengo,3,0,América-MG
14,25,6,2022,2022,Corinthians,0,0,Santos
14,25,6,2022,2022,Atlético-MG,3,2,Fortaleza
14,26,6,2022,2022,Botafogo,0,1,Fluminense
14,26,6,2022,2022,Avaí,2,2,Palmeiras
14,26,6,2022,2022,Ceará,1,1,Atlético-GO
14,26,6,2022,2022,Goiás,1,0,Cuiabá
14,26,6,2022,2022,São Paulo,0,0,Juventude
15,2,7,2022,2022,Juventude,1,2,Atlético-MG
15,2,7,2022,2022,Fluminense,4,0,Corinthians
15,2,7,2022,2022,Ceará,1,1,Internacional
15,2,7,2022,2022,Santos,1,2,Flamengo
15,2,7,2022,2022,Palmeiras,0,2,Athletico-PR
15,3,7,2022,2022,Avaí,1,2,Cuiabá
15,3,7,2022,2022,Atlético-GO,1,2,São Paulo
15,3,7,2022,2022,América-MG,1,0,Goiás
15,3,7,2022,2022,Coritiba,2,1,Fortaleza
15,4,7,2022,2022,Bragantino,0,1,Botafogo
16,9,7,2022,2022,Bragantino,4,0,Avaí
16,9,7,2022,2022,Fluminense,2,1,Ceará
16,9,7,2022,2022,Goiás,2,1,Athletico-PR
16,10,7,2022,2022,Coritiba,2,2,Juventude
16,10,7,2022,2022,Corinthians,1,0,Flamengo
16,10,7,2022,2022,Fortaleza,0,0,Palmeiras
16,10,7,2022,2022,Santos,1,0,Atlético-GO
16,10,7,2022,2022,Atlético-MG,0,0,São Paulo
16,10,7,2022,2022,Cuiabá,2,0,Botafogo
16,11,7,2022,2022,Internacional,1,0,América-MG
17,16,7,2022,2022,Athletico-PR,0,0,Internacional
17,16,7,2022,2022,Avaí,1,0,Santos
17,16,7,2022,2022,Flamengo,2,0,Coritiba
17,16,7,2022,2022,Ceará,3,1,Corinthians
17,17,7,2022,2022,Juventude,0,0,Goiás
17,17,7,2022,2022,São Paulo,2,2,Fluminense
17,17,7,2022,2022,Botafogo,0,1,Atlético-MG
17,17,7,2022,2022,Atlético-GO,0,1,Fortaleza
17,17,7,2022,2022,América-MG,0,3,Bragantino
17,18,7,2022,2022,Palmeiras,1,0,Cuiabá
18,19,7,2022,2022,Ceará,1,0,Avaí
18,20,7,2022,2022,Goiás,2,3,Fluminense
18,20,7,2022,2022,Bragantino,2,1,Fortaleza
18,20,7,2022,2022,Athletico-PR,4,1,Atlético-GO
18,20,7,2022,2022,Internacional,3,3,São Paulo
18,20,7,2022,2022,Flamengo,4,0,Juventude
18,20,7,2022,2022,Santos,2,0,Botafogo
18,20,7,2022,2022,Corinthians,3,1,Coritiba
18,21,7,2022,2022,Cuiabá,1,1,Atlético-MG
18,21,7,2022,2022,América-MG,0,1,Palmeiras
19,23,7,2022,2022,São Paulo,3,3,Goiás
19,23,7,2022,2022,Botafogo,2,0,Athletico-PR
19,24,7,2022,2022,Avaí,1,2,Flamengo
19,24,7,2022,2022,Palmeiras,2,1,Internacional
19,24,7,2022,2022,Fluminense,2,1,Bragantino
19,24,7,2022,2022,Juventude,1,0,Ceará
19,24,7,2022,2022,Atlético-GO,0,1,América-MG
